SID BETTER WORSE BERT_DASH_base_DASH_L2 BERT_DASH_large_DASH_L2 BLEURT BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR SWSS_PLUS_METEOR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
gazeta.ru.119172 OPPO.1094 PROMT_NMT.78 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
gazeta.ru.119172 OPPO.1094 eTranslation.686 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
gazeta.ru.119172 Online-A.1583 PROMT_NMT.78 1 0 1 0 1 0 0 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0
gazeta.ru.119172 Online-B.1603 PROMT_NMT.78 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0
gazeta.ru.119172 Online-G.1567 PROMT_NMT.78 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 1 1 0
gazeta.ru.119172 ariel197197.512 PROMT_NMT.78 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
interfax.17555 AFRL.1083 Online-G.1567 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
interfax.17555 DiDi_NLP.1191 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
interfax.17555 OPPO.1094 Online-G.1567 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1
interfax.17555 Online-A.1583 Online-G.1567 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 1
interfax.17555 Online-Z.1644 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
interfax.17555 PROMT_NMT.78 Online-G.1567 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1
interfax.17555 ariel197197.512 Online-G.1567 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0
interfax.17555 eTranslation.686 Online-G.1567 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1
interfax.17562 AFRL.1083 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
interfax.17562 Online-A.1583 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
interfax.17562 Online-B.1603 Online-G.1567 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
interfax.17562 Online-Z.1644 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
interfax.17562 PROMT_NMT.78 DiDi_NLP.1191 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
interfax.17562 PROMT_NMT.78 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1
interfax.17562 ariel197197.512 Online-G.1567 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
interfax.17576 AFRL.1083 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
interfax.17576 Online-A.1583 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
interfax.17576 Online-B.1603 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
interfax.17576 Online-B.1603 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
interfax.17576 Online-B.1603 Online-A.1583 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
interfax.17576 Online-Z.1644 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
interfax.17576 PROMT_NMT.78 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
interfax.17576 eTranslation.686 OPPO.1094 1 0 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
izvestiya.431638 AFRL.1083 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431638 AFRL.1083 ariel197197.512 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 1 0 1 1 1 0 0 1
izvestiya.431638 DiDi_NLP.1191 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
izvestiya.431638 DiDi_NLP.1191 ariel197197.512 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
izvestiya.431638 OPPO.1094 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431638 OPPO.1094 ariel197197.512 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431638 OPPO.1094 eTranslation.686 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
izvestiya.431638 Online-A.1583 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1
izvestiya.431638 Online-A.1583 ariel197197.512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
izvestiya.431638 Online-B.1603 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431638 Online-B.1603 ariel197197.512 0 1 1 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
izvestiya.431638 Online-G.1567 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431638 Online-G.1567 ariel197197.512 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
izvestiya.431638 PROMT_NMT.78 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431638 PROMT_NMT.78 ariel197197.512 1 1 1 1 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 1 0 1 1 0 0 1 0
izvestiya.431638 eTranslation.686 ariel197197.512 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1
izvestiya.431642 PROMT_NMT.78 OPPO.1094 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 1 0 0 1 0 1
izvestiya.431642 PROMT_NMT.78 ariel197197.512 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1
izvestiya.431645 Online-G.1567 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431645 PROMT_NMT.78 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431645 ariel197197.512 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431806 AFRL.1083 Online-Z.1644 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 OPPO.1094 Online-Z.1644 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 Online-A.1583 Online-Z.1644 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 Online-B.1603 Online-Z.1644 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 Online-G.1567 Online-Z.1644 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 PROMT_NMT.78 Online-Z.1644 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431806 eTranslation.686 Online-Z.1644 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431873 DiDi_NLP.1191 AFRL.1083 0 0 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1
izvestiya.431873 DiDi_NLP.1191 Online-A.1583 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1
izvestiya.431873 OPPO.1094 AFRL.1083 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431873 OPPO.1094 Online-A.1583 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
izvestiya.431873 Online-B.1603 AFRL.1083 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
izvestiya.431873 Online-B.1603 Online-A.1583 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
izvestiya.431873 Online-Z.1644 AFRL.1083 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0
izvestiya.431873 Online-Z.1644 Online-A.1583 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
izvestiya.431873 PROMT_NMT.78 AFRL.1083 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431873 PROMT_NMT.78 Online-A.1583 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
izvestiya.431873 ariel197197.512 AFRL.1083 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431873 eTranslation.686 AFRL.1083 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
izvestiya.431873 eTranslation.686 Online-A.1583 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1
izvestiya.431913 AFRL.1083 Online-A.1583 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1
izvestiya.431913 AFRL.1083 PROMT_NMT.78 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1
izvestiya.431913 OPPO.1094 Online-A.1583 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 1 1
izvestiya.431913 Online-B.1603 Online-A.1583 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
izvestiya.431913 Online-G.1567 Online-A.1583 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0
izvestiya.431913 Online-Z.1644 Online-A.1583 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 1 1
izvestiya.431913 Online-Z.1644 PROMT_NMT.78 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 1
izvestiya.431913 ariel197197.512 Online-A.1583 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 1 1 1 0
izvestiya.431913 ariel197197.512 PROMT_NMT.78 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0
izvestiya.431913 eTranslation.686 Online-A.1583 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
izvestiya.431913 eTranslation.686 PROMT_NMT.78 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
kommersant.467462 Online-A.1583 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467462 Online-G.1567 DiDi_NLP.1191 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467462 ariel197197.512 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467462 ariel197197.512 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
kommersant.467462 ariel197197.512 PROMT_NMT.78 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
kommersant.467512 Online-A.1583 DiDi_NLP.1191 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
kommersant.467512 Online-B.1603 DiDi_NLP.1191 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1
kommersant.467512 PROMT_NMT.78 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
kommersant.467512 PROMT_NMT.78 Online-G.1567 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0
kommersant.467512 PROMT_NMT.78 eTranslation.686 0 0 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1
kommersant.467512 ariel197197.512 DiDi_NLP.1191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467523 AFRL.1083 DiDi_NLP.1191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kommersant.467523 AFRL.1083 Online-A.1583 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
kommersant.467523 AFRL.1083 Online-B.1603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kommersant.467523 AFRL.1083 Online-G.1567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kommersant.467523 AFRL.1083 Online-Z.1644 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1
kommersant.467523 AFRL.1083 ariel197197.512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kommersant.467523 OPPO.1094 DiDi_NLP.1191 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
kommersant.467523 OPPO.1094 Online-A.1583 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467523 OPPO.1094 Online-B.1603 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
kommersant.467523 OPPO.1094 Online-G.1567 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0
kommersant.467523 OPPO.1094 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467523 OPPO.1094 ariel197197.512 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0
kommersant.467523 PROMT_NMT.78 DiDi_NLP.1191 0 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
kommersant.467523 PROMT_NMT.78 Online-B.1603 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1
kommersant.467523 PROMT_NMT.78 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kommersant.467527 AFRL.1083 OPPO.1094 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
kommersant.467527 AFRL.1083 Online-B.1603 1 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
kommersant.467527 AFRL.1083 Online-G.1567 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0
kommersant.467527 DiDi_NLP.1191 OPPO.1094 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0
kommersant.467527 DiDi_NLP.1191 Online-B.1603 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1
kommersant.467527 DiDi_NLP.1191 Online-G.1567 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0
kommersant.467527 OPPO.1094 Online-B.1603 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
kommersant.467527 Online-G.1567 Online-B.1603 1 1 1 1 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1
kommersant.467527 Online-Z.1644 OPPO.1094 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kommersant.467527 Online-Z.1644 Online-B.1603 0 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1
kommersant.467527 Online-Z.1644 Online-G.1567 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
kommersant.467527 PROMT_NMT.78 OPPO.1094 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
kommersant.467527 PROMT_NMT.78 Online-B.1603 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1
kommersant.467527 ariel197197.512 OPPO.1094 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 0
kommersant.467527 ariel197197.512 Online-B.1603 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
kommersant.467527 eTranslation.686 OPPO.1094 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0
kommersant.467527 eTranslation.686 Online-B.1603 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
kommersant.467527 eTranslation.686 Online-G.1567 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
kp.174899 Online-G.1567 DiDi_NLP.1191 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
kp.174924 AFRL.1083 Online-Z.1644 0 1 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 1
kp.174924 AFRL.1083 PROMT_NMT.78 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1
kp.174924 OPPO.1094 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kp.174924 OPPO.1094 PROMT_NMT.78 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
kp.174924 Online-A.1583 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kp.174924 Online-A.1583 PROMT_NMT.78 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kp.174924 Online-B.1603 Online-Z.1644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
kp.174924 Online-G.1567 Online-Z.1644 1 1 0 1 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
kp.174924 Online-G.1567 PROMT_NMT.78 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1
kp.174948 AFRL.1083 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kp.174948 DiDi_NLP.1191 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kp.174948 DiDi_NLP.1191 Online-B.1603 1 1 0 1 1 1 1 0 1 0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 0 0 0 0
kp.174948 Online-G.1567 OPPO.1094 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
kp.174948 Online-Z.1644 OPPO.1094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kp.174948 Online-Z.1644 Online-B.1603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
kp.174948 PROMT_NMT.78 OPPO.1094 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1
kp.174948 ariel197197.512 OPPO.1094 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0
lenta.ru.279491 AFRL.1083 Online-B.1603 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lenta.ru.279491 AFRL.1083 eTranslation.686 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
lenta.ru.279491 OPPO.1094 Online-B.1603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
lenta.ru.279491 OPPO.1094 eTranslation.686 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lenta.ru.279491 Online-A.1583 Online-B.1603 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
lenta.ru.279491 Online-A.1583 eTranslation.686 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
lenta.ru.279491 Online-G.1567 Online-B.1603 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0
lenta.ru.279491 Online-G.1567 eTranslation.686 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1
lenta.ru.279491 Online-Z.1644 Online-B.1603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
lenta.ru.279491 Online-Z.1644 eTranslation.686 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
lenta.ru.279491 PROMT_NMT.78 Online-B.1603 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
lenta.ru.279491 PROMT_NMT.78 eTranslation.686 1 1 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1
lenta.ru.279491 ariel197197.512 Online-B.1603 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
lenta.ru.279491 ariel197197.512 eTranslation.686 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
lenta.ru.279491 DiDi_NLP.1191 eTranslation.686 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1
lenta.ru.279522 DiDi_NLP.1191 AFRL.1083 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 1
lenta.ru.279522 DiDi_NLP.1191 eTranslation.686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lenta.ru.279522 Online-A.1583 AFRL.1083 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1
lenta.ru.279522 Online-A.1583 eTranslation.686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lenta.ru.279522 AFRL.1083 eTranslation.686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
